Commodity,Date,Unit,Minimum,Maximum,Average
Brd Leaf Mustard,6/26/2013,Kg,40,45,42.5
Spinach Leaf,6/26/2013,Kg,45,50,47.5
Cress Leaf,6/26/2013,Kg,45,50,47.5
Mustard Leaf,6/26/2013,Kg,35,40,37.5
Fenugreek Leaf,6/26/2013,Kg,45,50,47.5
Onion Green,6/26/2013,Kg,35,40,37.5
Mushroom(Kanya),6/26/2013,Kg,150,160,155
Asparagus,6/26/2013,Kg,100,130,115
Neuro,6/26/2013,Kg,40,50,45
Brocauli,6/26/2013,Kg,70,80,75
Sugarbeet,6/26/2013,Kg,35,40,37.5
Red Cabbbage,6/26/2013,Kg,70,80,75
Lettuce,6/26/2013,Kg,40,50,45
Celery,6/26/2013,Kg,120,130,125
Parseley,6/26/2013,Kg,170,180,175
Fennel Leaf,6/26/2013,Kg,45,50,47.5
Mint,6/26/2013,Kg,120,130,125
Turnip A,6/26/2013,Kg,45,50,47.5
Tamarind,6/26/2013,Kg,65,70,67.5
Bamboo Shoot,6/26/2013,Kg,50,60,55
Tofu,6/26/2013,Kg,55,60,57.5
Gundruk,6/26/2013,Kg,180,190,185
Apple(Jholey),6/26/2013,Kg,110,130,120
Banana,6/26/2013,Doz,60,70,65
Lime,6/26/2013,Kg,200,400,300
Pomegranate,6/26/2013,Kg,220,240,230
Mango(Maldah),6/26/2013,Kg,50,60,55
Grapes(Green),6/26/2013,Kg,250,260,255
Water Melon(Green),6/26/2013,Kg,15,18,16.5
Sweet Orange,6/26/2013,Kg,90,100,95
Pineapple,6/26/2013,1 Pc,60,70,65
Cucumber(Local),6/26/2013,Kg,30,35,32.5
Jack Fruit,6/26/2013,Kg,20,25,22.5
Papaya(Nepali),6/26/2013,Kg,50,60,55
Sugarcane,6/26/2013,1 Pc,50,60,55
Ginger,6/26/2013,Kg,130,140,135
Chilli Dry,6/26/2013,Kg,170,180,175
Chilli Green,6/26/2013,Kg,25,30,27.5
Capsicum,6/26/2013,Kg,90,100,95
Garlic Green,6/26/2013,Kg,45,50,47.5
Coriander Green,6/26/2013,Kg,40,50,45
Garlic Dry Chinese,6/26/2013,Kg,95,100,97.5
Garlic Dry Nepali,6/26/2013,Kg,50,60,55
Clive Dry,6/26/2013,Kg,70,80,75
Clive Green,6/26/2013,Kg,50,60,55
Fish Fresh,6/26/2013,Kg,210,220,215
Tomato Big(Nepali),6/27/2013,Kg,30,35,32.5
Tomato Small(Local),6/27/2013,Kg,18,24,21
Potato Red,6/27/2013,Kg,22,24,23
Potato White,6/27/2013,Kg,19,20,19.5
Onion Dry (Indian),6/27/2013,Kg,35,37,36
Carrot(Local),6/27/2013,Kg,40,42,41
Cabbage(Local),6/27/2013,Kg,10,14,12
Cauli Local,6/27/2013,Kg,25,30,27.5
Raddish Red,6/27/2013,Kg,35,40,37.5
Raddish White(Local),6/27/2013,Kg,20,25,22.5
Brinjal Long,6/27/2013,Kg,35,40,37.5
Brinjal Round,6/27/2013,Kg,35,40,37.5
Cow pea(Long),6/27/2013,Kg,35,40,37.5
French Bean(Local),6/27/2013,Kg,38,42,40
Soyabean Green,6/27/2013,Kg,45,50,47.5
Bitter Gourd,6/27/2013,Kg,25,30,27.5
Bottle Gourd,6/27/2013,Kg,28,32,30
Pointed Gourd(Local),6/27/2013,Kg,35,40,37.5
Snake Gourd,6/27/2013,Kg,35,40,37.5
Smooth Gourd,6/27/2013,Kg,20,25,22.5
Sponge Gourd,6/27/2013,Kg,4,45,24.5
Pumpkin,6/27/2013,Kg,16,18,17
Squash(Long),6/27/2013,Kg,20,24,22
Turnip,6/27/2013,Kg,25,30,27.5
Okara,6/27/2013,Kg,35,40,37.5
Arum,6/27/2013,Kg,35,40,37.5
Christophine,6/27/2013,Kg,38,40,39
Brd Leaf Mustard,6/27/2013,Kg,35,40,37.5
Spinach Leaf,6/27/2013,Kg,40,45,42.5
Cress Leaf,6/27/2013,Kg,40,45,42.5
Mustard Leaf,6/27/2013,Kg,35,40,37.5
Fenugreek Leaf,6/27/2013,Kg,40,45,42.5
Onion Green,6/27/2013,Kg,40,45,42.5
Mushroom(Kanya),6/27/2013,Kg,170,180,175
Asparagus,6/27/2013,Kg,100,125,112.5
Neuro,6/27/2013,Kg,50,60,55
Sugarbeet,6/27/2013,Kg,35,40,37.5
Red Cabbbage,6/27/2013,Kg,70,80,75
Lettuce,6/27/2013,Kg,45,50,47.5
Celery,6/27/2013,Kg,120,130,125
Parseley,6/27/2013,Kg,170,180,175
Fennel Leaf,6/27/2013,Kg,45,50,47.5
Mint,6/27/2013,Kg,120,130,125
Turnip A,6/27/2013,Kg,40,45,42.5
Tamarind,6/27/2013,Kg,65,70,67.5
Bamboo Shoot,6/27/2013,Kg,50,60,55
Tofu,6/27/2013,Kg,55,60,57.5
Gundruk,6/27/2013,Kg,180,190,185
Apple(Jholey),6/27/2013,Kg,110,120,115
Banana,6/27/2013,Doz,50,60,55
Lime,6/27/2013,Kg,200,400,300
Pomegranate,6/27/2013,Kg,220,240,230
Mango(Maldah),6/27/2013,Kg,50,60,55
Grapes(Green),6/27/2013,Kg,250,260,255
Water Melon(Green),6/27/2013,Kg,18,20,19
Sweet Orange,6/27/2013,Kg,90,100,95
Pineapple,6/27/2013,1 Pc,60,70,65
Cucumber(Local),6/27/2013,Kg,30,35,32.5
Jack Fruit,6/27/2013,Kg,18,20,19
Papaya(Nepali),6/27/2013,Kg,55,60,57.5
Sugarcane,6/27/2013,1 Pc,50,60,55
Ginger,6/27/2013,Kg,130,140,135
Chilli Dry,6/27/2013,Kg,170,180,175
Chilli Green,6/27/2013,Kg,25,30,27.5
Capsicum,6/27/2013,Kg,90,100,95
Garlic Green,6/27/2013,Kg,45,50,47.5
Coriander Green,6/27/2013,Kg,30,40,35
Garlic Dry Chinese,6/27/2013,Kg,90,100,95
Garlic Dry Nepali,6/27/2013,Kg,50,60,55
Clive Dry,6/27/2013,Kg,70,80,75
Clive Green,6/27/2013,Kg,50,60,55
Fish Fresh,6/27/2013,Kg,210,220,215
Tomato Big(Nepali),6/28/2013,Kg,30,35,32.5
Tomato Small(Local),6/28/2013,Kg,24,28,26
Potato Red,6/28/2013,Kg,23,24,23.5
Potato White,6/28/2013,Kg,19,20,19.5
Onion Dry (Indian),6/28/2013,Kg,36,38,37
Carrot(Local),6/28/2013,Kg,40,42,41
Cabbage(Local),6/28/2013,Kg,10,14,12
Cauli Local,6/28/2013,Kg,25,30,27.5
Raddish Red,6/28/2013,Kg,35,40,37.5
Raddish White(Local),6/28/2013,Kg,25,30,27.5
Brinjal Long,6/28/2013,Kg,35,40,37.5
Cow pea(Long),6/28/2013,Kg,40,50,45
French Bean(Local),6/28/2013,Kg,35,40,37.5
Soyabean Green,6/28/2013,Kg,40,45,42.5
Bitter Gourd,6/28/2013,Kg,25,30,27.5
Bottle Gourd,6/28/2013,Kg,25,30,27.5
Pointed Gourd(Local),6/28/2013,Kg,35,40,37.5
Snake Gourd,6/28/2013,Kg,28,32,30
Smooth Gourd,6/28/2013,Kg,25,30,27.5
Sponge Gourd,6/28/2013,Kg,40,45,42.5
Pumpkin,6/28/2013,Kg,16,20,18
Squash(Long),6/28/2013,Kg,18,22,20
Okara,6/28/2013,Kg,35,40,37.5
Arum,6/28/2013,Kg,35,40,37.5
Christophine,6/28/2013,Kg,35,40,37.5
Brd Leaf Mustard,6/28/2013,Kg,35,40,37.5
Spinach Leaf,6/28/2013,Kg,40,45,42.5
Cress Leaf,6/28/2013,Kg,40,45,42.5
Mustard Leaf,6/28/2013,Kg,35,40,37.5
Fenugreek Leaf,6/28/2013,Kg,40,45,42.5
Onion Green,6/28/2013,Kg,35,40,37.5
Mushroom(Kanya),6/28/2013,Kg,150,170,160
Asparagus,6/28/2013,Kg,100,125,112.5
Neuro,6/28/2013,Kg,50,60,55
Sugarbeet,6/28/2013,Kg,35,40,37.5
Red Cabbbage,6/28/2013,Kg,70,80,75
Lettuce,6/28/2013,Kg,45,50,47.5
Celery,6/28/2013,Kg,120,130,125
Parseley,6/28/2013,Kg,170,180,175
Fennel Leaf,6/28/2013,Kg,45,50,47.5
Mint,6/28/2013,Kg,120,130,125
Turnip A,6/28/2013,Kg,45,50,47.5
Tamarind,6/28/2013,Kg,65,70,67.5
Bamboo Shoot,6/28/2013,Kg,60,70,65
Tofu,6/28/2013,Kg,55,60,57.5
Gundruk,6/28/2013,Kg,180,190,185
Apple(Jholey),6/28/2013,Kg,110,120,115
Banana,6/28/2013,Doz,50,60,55
Lime,6/28/2013,Kg,200,400,300
Pomegranate,6/28/2013,Kg,220,240,230
Mango(Maldah),6/28/2013,Kg,50,60,55
Grapes(Green),6/28/2013,Kg,250,260,255
Water Melon(Green),6/28/2013,Kg,18,20,19
Sweet Orange,6/28/2013,Kg,90,100,95
Pineapple,6/28/2013,1 Pc,60,70,65
Cucumber(Local),6/28/2013,Kg,30,35,32.5
Jack Fruit,6/28/2013,Kg,18,20,19
Papaya(Nepali),6/28/2013,Kg,50,60,55
Sugarcane,6/28/2013,1 Pc,50,60,55
Ginger,6/28/2013,Kg,130,140,135
Chilli Dry,6/28/2013,Kg,170,180,175
Chilli Green,6/28/2013,Kg,30,40,35
Capsicum,6/28/2013,Kg,90,100,95
Garlic Green,6/28/2013,Kg,45,50,47.5
Coriander Green,6/28/2013,Kg,50,70,60
Garlic Dry Chinese,6/28/2013,Kg,90,100,95
Garlic Dry Nepali,6/28/2013,Kg,50,60,55
Clive Dry,6/28/2013,Kg,70,80,75
Clive Green,6/28/2013,Kg,70,80,75
Fish Fresh,6/28/2013,Kg,210,220,215
Tomato Big(Nepali),6/30/2013,Kg,25,30,27.5
Tomato Small(Local),6/30/2013,Kg,18,22,20
Potato Red,6/30/2013,Kg,23,24,23.5
Potato White,6/30/2013,Kg,19,20,19.5
Onion Dry (Indian),6/30/2013,Kg,36,38,37
Carrot(Local),6/30/2013,Kg,40,45,42.5
Cabbage(Local),6/30/2013,Kg,12,15,13.5
Cauli Local,6/30/2013,Kg,30,40,35
Raddish Red,6/30/2013,Kg,45,50,47.5
Raddish White(Local),6/30/2013,Kg,25,30,27.5
Brinjal Long,6/30/2013,Kg,35,40,37.5
Brinjal Round,6/30/2013,Kg,40,45,42.5
Cow pea(Long),6/30/2013,Kg,40,45,42.5
French Bean(Local),6/30/2013,Kg,38,40,39
Soyabean Green,6/30/2013,Kg,40,45,42.5
Bitter Gourd,6/30/2013,Kg,28,32,30
Bottle Gourd,6/30/2013,Kg,30,32,31
Pointed Gourd(Local),6/30/2013,Kg,30,35,32.5
Snake Gourd,6/30/2013,Kg,28,30,29
Smooth Gourd,6/30/2013,Kg,25,30,27.5
Sponge Gourd,6/30/2013,Kg,40,45,42.5
Pumpkin,6/30/2013,Kg,16,20,18
Squash(Long),6/30/2013,Kg,15,18,16.5
Okara,6/30/2013,Kg,40,45,42.5
Arum,6/30/2013,Kg,35,40,37.5
Christophine,6/30/2013,Kg,38,40,39
Brd Leaf Mustard,6/30/2013,Kg,35,40,37.5
Spinach Leaf,6/30/2013,Kg,40,45,42.5
Cress Leaf,6/30/2013,Kg,35,40,37.5
Mustard Leaf,6/30/2013,Kg,35,40,37.5
Fenugreek Leaf,6/30/2013,Kg,45,50,47.5
Onion Green,6/30/2013,Kg,35,40,37.5
Mushroom(Kanya),6/30/2013,Kg,120,180,150
Asparagus,6/30/2013,Kg,110,130,120
Neuro,6/30/2013,Kg,50,60,55
Sugarbeet,6/30/2013,Kg,35,40,37.5
Red Cabbbage,6/30/2013,Kg,70,80,75
Lettuce,6/30/2013,Kg,45,50,47.5
Celery,6/30/2013,Kg,120,130,125
Parseley,6/30/2013,Kg,170,180,175
Fennel Leaf,6/30/2013,Kg,45,50,47.5
Mint,6/30/2013,Kg,120,130,125
Turnip A,6/30/2013,Kg,45,50,47.5
Maize,6/30/2013,1 Pc,5,6,5.5
Tamarind,6/30/2013,Kg,65,70,67.5
Bamboo Shoot,6/30/2013,Kg,60,70,65
Tofu,6/30/2013,Kg,55,60,57.5
Gundruk,6/30/2013,Kg,180,190,185
Apple(Jholey),6/30/2013,Kg,110,120,115
Banana,6/30/2013,Doz,40,50,45
Lime,6/30/2013,Kg,200,400,300
Pomegranate,6/30/2013,Kg,220,240,230
Mango(Maldah),6/30/2013,Kg,50,60,55
Water Melon(Green),6/30/2013,Kg,24,25,24.5
Sweet Orange,6/30/2013,Kg,100,110,105
Pineapple,6/30/2013,1 Pc,70,80,75
Cucumber(Local),6/30/2013,Kg,28,35,31.5
Jack Fruit,6/30/2013,Kg,15,20,17.5
Sweet Lime,6/30/2013,Kg,55,60,57.5
Sugarcane,6/30/2013,1 Pc,50,60,55
Ginger,6/30/2013,Kg,130,140,135
Chilli Dry,6/30/2013,Kg,170,180,175
Chilli Green,6/30/2013,Kg,40,50,45
Capsicum,6/30/2013,Kg,80,90,85
Garlic Green,6/30/2013,Kg,55,60,57.5
Garlic Dry Chinese,6/30/2013,Kg,90,100,95
Garlic Dry Nepali,6/30/2013,Kg,50,60,55
Clive Dry,6/30/2013,Kg,70,80,75
Clive Green,6/30/2013,Kg,70,80,75
Fish Fresh,6/30/2013,Kg,210,220,215
Tomato Big(Nepali),7/1/2013,Kg,25,30,27.5
Tomato Small(Local),7/1/2013,Kg,15,20,17.5
Potato Red,7/1/2013,Kg,22,24,23
Potato White,7/1/2013,Kg,19,20,19.5
Onion Dry (Indian),7/1/2013,Kg,37,38,37.5
Carrot(Local),7/1/2013,Kg,45,50,47.5
Cabbage(Local),7/1/2013,Kg,10,14,12
Cauli Local,7/1/2013,Kg,30,35,32.5
Raddish Red,7/1/2013,Kg,45,50,47.5
Raddish White(Local),7/1/2013,Kg,20,25,22.5
Brinjal Long,7/1/2013,Kg,35,40,37.5
Cow pea(Long),7/1/2013,Kg,40,45,42.5
French Bean(Local),7/1/2013,Kg,38,40,39
Soyabean Green,7/1/2013,Kg,38,40,39
Bitter Gourd,7/1/2013,Kg,25,30,27.5
Bottle Gourd,7/1/2013,Kg,30,35,32.5
Pointed Gourd(Local),7/1/2013,Kg,30,35,32.5
Snake Gourd,7/1/2013,Kg,35,40,37.5
Smooth Gourd,7/1/2013,Kg,20,25,22.5
Sponge Gourd,7/1/2013,Kg,40,45,42.5
Pumpkin,7/1/2013,Kg,16,20,18
Squash(Long),7/1/2013,Kg,15,20,17.5
Okara,7/1/2013,Kg,40,45,42.5
Arum,7/1/2013,Kg,28,32,30
Christophine,7/1/2013,Kg,40,42,41
Brd Leaf Mustard,7/1/2013,Kg,35,40,37.5
Spinach Leaf,7/1/2013,Kg,40,45,42.5
Cress Leaf,7/1/2013,Kg,40,45,42.5
Mustard Leaf,7/1/2013,Kg,35,40,37.5
Fenugreek Leaf,7/1/2013,Kg,40,45,42.5
Onion Green,7/1/2013,Kg,35,40,37.5
Mushroom(Kanya),7/1/2013,Kg,160,180,170
Asparagus,7/1/2013,Kg,120,130,125
Neuro,7/1/2013,Kg,50,60,55
Sugarbeet,7/1/2013,Kg,35,40,37.5
Red Cabbbage,7/1/2013,Kg,60,70,65
Lettuce,7/1/2013,Kg,50,60,55
Celery,7/1/2013,Kg,120,130,125
Parseley,7/1/2013,Kg,170,180,175
Fennel Leaf,7/1/2013,Kg,40,45,42.5
Mint,7/1/2013,Kg,120,130,125
Turnip A,7/1/2013,Kg,45,50,47.5
Maize,7/1/2013,1 Pc,5,7,6
Tamarind,7/1/2013,Kg,65,70,67.5
Bamboo Shoot,7/1/2013,Kg,50,60,55
Tofu,7/1/2013,Kg,55,60,57.5
Gundruk,7/1/2013,Kg,180,190,185
Apple(Jholey),7/1/2013,Kg,110,120,115
Banana,7/1/2013,Doz,40,50,45
Lime,7/1/2013,Kg,200,400,300
Pomegranate,7/1/2013,Kg,200,210,205
Mango(Maldah),7/1/2013,Kg,50,60,55
Grapes(Green),7/1/2013,Kg,250,260,255
Water Melon(Green),7/1/2013,Kg,20,25,22.5
Sweet Orange,7/1/2013,Kg,100,110,105
Pineapple,7/1/2013,1 Pc,60,70,65
Cucumber(Local),7/1/2013,Kg,25,30,27.5
Jack Fruit,7/1/2013,Kg,15,20,17.5
Papaya(Nepali),7/1/2013,Kg,55,60,57.5
Sugarcane,7/1/2013,1 Pc,50,60,55
Ginger,7/1/2013,Kg,140,150,145
Chilli Dry,7/1/2013,Kg,170,180,175
Chilli Green,7/1/2013,Kg,40,50,45
Capsicum,7/1/2013,Kg,80,90,85
Garlic Green,7/1/2013,Kg,40,45,42.5
Coriander Green,7/1/2013,Kg,60,70,65
Garlic Dry Chinese,7/1/2013,Kg,90,100,95
Clive Dry,7/1/2013,Kg,70,80,75
Clive Green,7/1/2013,Kg,50,60,55
Fish Fresh,7/1/2013,Kg,210,225,217.5
Tomato Big(Nepali),7/2/2013,Kg,30,35,32.5
Tomato Small(Local),7/2/2013,Kg,15,20,17.5
Potato Red,7/2/2013,Kg,23,24,23.5
Potato White,7/2/2013,Kg,18,20,19
Onion Dry (Indian),7/2/2013,Kg,38,40,39
Carrot(Local),7/2/2013,Kg,45,50,47.5
Cabbage(Local),7/2/2013,Kg,10,14,12
Cauli Local,7/2/2013,Kg,25,30,27.5
Raddish White(Local),7/2/2013,Kg,30,35,32.5
Brinjal Long,7/2/2013,Kg,30,35,32.5
Cow pea(Long),7/2/2013,Kg,40,50,45
French Bean(Local),7/2/2013,Kg,35,40,37.5
Soyabean Green,7/2/2013,Kg,35,40,37.5
Bitter Gourd,7/2/2013,Kg,25,30,27.5
Bottle Gourd,7/2/2013,Kg,35,40,37.5
Pointed Gourd(Local),7/2/2013,Kg,28,32,30
Snake Gourd,7/2/2013,Kg,30,35,32.5
Smooth Gourd,7/2/2013,Kg,25,30,27.5
Sponge Gourd,7/2/2013,Kg,40,45,42.5
Pumpkin,7/2/2013,Kg,16,20,18
Squash(Long),7/2/2013,Kg,30,35,32.5
Okara,7/2/2013,Kg,38,42,40
Arum,7/2/2013,Kg,28,30,29
Christophine,7/2/2013,Kg,40,45,42.5
Brd Leaf Mustard,7/2/2013,Kg,35,40,37.5
Spinach Leaf,7/2/2013,Kg,40,45,42.5
Cress Leaf,7/2/2013,Kg,40,45,42.5
Mustard Leaf,7/2/2013,Kg,35,40,37.5
Fenugreek Leaf,7/2/2013,Kg,40,45,42.5
Onion Green,7/2/2013,Kg,35,40,37.5
Mushroom(Kanya),7/2/2013,Kg,170,180,175
Asparagus,7/2/2013,Kg,120,130,125
Neuro,7/2/2013,Kg,50,60,55
Sugarbeet,7/2/2013,Kg,35,40,37.5
Red Cabbbage,7/2/2013,Kg,70,80,75
Lettuce,7/2/2013,Kg,45,50,47.5
Celery,7/2/2013,Kg,120,130,125
Parseley,7/2/2013,Kg,170,180,175
Fennel Leaf,7/2/2013,Kg,45,50,47.5
Mint,7/2/2013,Kg,120,130,125
Turnip A,7/2/2013,Kg,45,50,47.5
Tamarind,7/2/2013,Kg,70,80,75
Bamboo Shoot,7/2/2013,Kg,60,550,305
Tofu,7/2/2013,Kg,55,60,57.5
Gundruk,7/2/2013,Kg,180,190,185
Apple(Jholey),7/2/2013,Kg,110,130,120
Banana,7/2/2013,Doz,40,50,45
Lime,7/2/2013,Kg,200,400,300
Pomegranate,7/2/2013,Kg,200,210,205
Mango(Maldah),7/2/2013,Kg,50,60,55
Grapes(Green),7/2/2013,Kg,230,250,240
Water Melon(Green),7/2/2013,Kg,22,25,23.5
Sweet Orange,7/2/2013,Kg,90,100,95
Pineapple,7/2/2013,1 Pc,70,80,75
Cucumber(Local),7/2/2013,Kg,30,35,32.5
Jack Fruit,7/2/2013,Kg,20,150,85
Papaya(Nepali),7/2/2013,Kg,55,60,57.5
Sugarcane,7/2/2013,1 Pc,50,60,55
Ginger,7/2/2013,Kg,150,160,155
Chilli Dry,7/2/2013,Kg,170,180,175
Chilli Green,7/2/2013,Kg,28,30,29
Capsicum,7/2/2013,Kg,80,90,85
Garlic Green,7/2/2013,Kg,35,40,37.5
Coriander Green,7/2/2013,Kg,60,70,65
Garlic Dry Chinese,7/2/2013,Kg,90,100,95
Garlic Dry Nepali,7/2/2013,Kg,50,60,55
Clive Dry,7/2/2013,Kg,70,80,75
Clive Green,7/2/2013,Kg,45,50,47.5
Fish Fresh,7/2/2013,Kg,210,225,217.5
Tomato Big(Nepali),7/3/2013,Kg,30,35,32.5
Tomato Small(Local),7/3/2013,Kg,14,18,16
Potato Red,7/3/2013,Kg,22,23,22.5
Potato White,7/3/2013,Kg,18,19,18.5
Onion Dry (Indian),7/3/2013,Kg,40,42,41
Carrot(Local),7/3/2013,Kg,45,50,47.5
Cabbage(Local),7/3/2013,Kg,10,12,11
Cauli Local,7/3/2013,Kg,40,45,42.5
Raddish White(Local),7/3/2013,Kg,25,30,27.5
Brinjal Long,7/3/2013,Kg,35,40,37.5
Brinjal Round,7/3/2013,Kg,45,50,47.5
Cow pea(Long),7/3/2013,Kg,40,50,45
French Bean(Local),7/3/2013,Kg,35,40,37.5
Soyabean Green,7/3/2013,Kg,35,40,37.5
Bitter Gourd,7/3/2013,Kg,25,30,27.5
Bottle Gourd,7/3/2013,Kg,35,40,37.5
Pointed Gourd(Local),7/3/2013,Kg,28,32,30
Snake Gourd,7/3/2013,Kg,30,35,32.5
Smooth Gourd,7/3/2013,Kg,20,25,22.5
Sponge Gourd,7/3/2013,Kg,40,45,42.5
Pumpkin,7/3/2013,Kg,16,20,18
Squash(Long),7/3/2013,Kg,35,40,37.5
Okara,7/3/2013,Kg,40,45,42.5
Arum,7/3/2013,Kg,28,30,29
Christophine,7/3/2013,Kg,35,45,40
Brd Leaf Mustard,7/3/2013,Kg,35,40,37.5
Spinach Leaf,7/3/2013,Kg,40,45,42.5
Cress Leaf,7/3/2013,Kg,40,45,42.5
Mustard Leaf,7/3/2013,Kg,30,35,32.5
Fenugreek Leaf,7/3/2013,Kg,35,40,37.5
Onion Green,7/3/2013,Kg,35,40,37.5
Mushroom(Kanya),7/3/2013,Kg,170,180,175
Asparagus,7/3/2013,Kg,120,130,125
Neuro,7/3/2013,Kg,50,60,55
Sugarbeet,7/3/2013,Kg,55,60,57.5
Red Cabbbage,7/3/2013,Kg,60,70,65
Lettuce,7/3/2013,Kg,40,45,42.5
Celery,7/3/2013,Kg,120,130,125
Parseley,7/3/2013,Kg,170,180,175
Fennel Leaf,7/3/2013,Kg,40,45,42.5
Mint,7/3/2013,Kg,120,130,125
Turnip A,7/3/2013,Kg,45,50,47.5
Tamarind,7/3/2013,Kg,70,80,75
Bamboo Shoot,7/3/2013,Kg,60,70,65
Tofu,7/3/2013,Kg,55,60,57.5
Gundruk,7/3/2013,Kg,180,190,185
Apple(Jholey),7/3/2013,Kg,110,120,115
Banana,7/3/2013,Doz,40,50,45
Lime,7/3/2013,Kg,200,400,300
Pomegranate,7/3/2013,Kg,200,220,210
Mango(Maldah),7/3/2013,Kg,50,60,55
Grapes(Green),7/3/2013,Kg,250,260,255
Water Melon(Green),7/3/2013,Kg,20,25,22.5
Sweet Orange,7/3/2013,Kg,100,110,105
Pineapple,7/3/2013,1 Pc,60,70,65
Cucumber(Local),7/3/2013,Kg,30,35,32.5
Jack Fruit,7/3/2013,Kg,15,20,17.5
Papaya(Nepali),7/3/2013,Kg,55,60,57.5
Sugarcane,7/3/2013,1 Pc,50,60,55
Ginger,7/3/2013,Kg,150,160,155
Chilli Dry,7/3/2013,Kg,170,180,175
Chilli Green,7/3/2013,Kg,25,30,27.5
Capsicum,7/3/2013,Kg,90,100,95
Garlic Green,7/3/2013,Kg,35,40,37.5
Coriander Green,7/3/2013,Kg,60,70,65
Garlic Dry Chinese,7/3/2013,Kg,90,100,95
Garlic Dry Nepali,7/3/2013,Kg,50,60,55
Clive Dry,7/3/2013,Kg,70,80,75
Clive Green,7/3/2013,Kg,50,60,55
Fish Fresh,7/3/2013,Kg,210,225,217.5
Tomato Big(Nepali),7/4/2013,Kg,30,35,32.5
Tomato Small(Local),7/4/2013,Kg,14,18,16
Potato Red,7/4/2013,Kg,23,24,23.5
Potato White,7/4/2013,Kg,18,19,18.5
Onion Dry (Indian),7/4/2013,Kg,40,42,41
Carrot(Local),7/4/2013,Kg,45,50,47.5
Cabbage(Local),7/4/2013,Kg,12,16,14
Cauli Local,7/4/2013,Kg,40,45,42.5
Raddish White(Local),7/4/2013,Kg,25,30,27.5
Brinjal Long,7/4/2013,Kg,35,40,37.5
Brinjal Round,7/4/2013,Kg,45,50,47.5
Cow pea(Long),7/4/2013,Kg,40,50,45
French Bean(Local),7/4/2013,Kg,35,40,37.5
Soyabean Green,7/4/2013,Kg,35,40,37.5
Bitter Gourd,7/4/2013,Kg,25,30,27.5
Bottle Gourd,7/4/2013,Kg,35,40,37.5
Pointed Gourd(Local),7/4/2013,Kg,30,35,32.5
Snake Gourd,7/4/2013,Kg,30,32,31
Smooth Gourd,7/4/2013,Kg,25,30,27.5
Sponge Gourd,7/4/2013,Kg,40,45,42.5
Pumpkin,7/4/2013,Kg,16,20,18
Squash(Long),7/4/2013,Kg,35,40,37.5
Okara,7/4/2013,Kg,40,44,42
Arum,7/4/2013,Kg,28,30,29
Christophine,7/4/2013,Kg,40,45,42.5
Brd Leaf Mustard,7/4/2013,Kg,35,40,37.5
Spinach Leaf,7/4/2013,Kg,40,45,42.5
Cress Leaf,7/4/2013,Kg,40,45,42.5
Mustard Leaf,7/4/2013,Kg,35,40,37.5
Fenugreek Leaf,7/4/2013,Kg,40,45,42.5
Onion Green,7/4/2013,Kg,35,40,37.5
Mushroom(Kanya),7/4/2013,Kg,170,180,175
Asparagus,7/4/2013,Kg,120,130,125
Neuro,7/4/2013,Kg,50,60,55
Sugarbeet,7/4/2013,Kg,50,60,55
Red Cabbbage,7/4/2013,Kg,60,70,65
Lettuce,7/4/2013,Kg,35,40,37.5
Celery,7/4/2013,Kg,120,130,125
Parseley,7/4/2013,Kg,170,180,175
Fennel Leaf,7/4/2013,Kg,35,40,37.5
Mint,7/4/2013,Kg,120,130,125
Turnip A,7/4/2013,Kg,45,50,47.5
Tamarind,7/4/2013,Kg,70,80,75
Bamboo Shoot,7/4/2013,Kg,60,70,65
Tofu,7/4/2013,Kg,55,60,57.5
Gundruk,7/4/2013,Kg,180,190,185
Apple(Jholey),7/4/2013,Kg,100,110,105
Banana,7/4/2013,Doz,40,50,45
Lime,7/4/2013,Kg,200,400,300
Pomegranate,7/4/2013,Kg,190,200,195
Mango(Maldah),7/4/2013,Kg,50,60,55
Grapes(Green),7/4/2013,Kg,250,260,255
Water Melon(Green),7/4/2013,Kg,20,25,22.5
Sweet Orange,7/4/2013,Kg,90,100,95
Pineapple,7/4/2013,1 Pc,60,70,65
Cucumber(Local),7/4/2013,Kg,30,35,32.5
Jack Fruit,7/4/2013,Kg,15,20,17.5
Papaya(Nepali),7/4/2013,Kg,50,60,55
Sugarcane,7/4/2013,1 Pc,50,60,55
Ginger,7/4/2013,Kg,150,160,155
Chilli Dry,7/4/2013,Kg,170,180,175
Chilli Green,7/4/2013,Kg,30,35,32.5
Capsicum,7/4/2013,Kg,90,100,95
Garlic Green,7/4/2013,Kg,35,40,37.5
Coriander Green,7/4/2013,Kg,50,60,55
Garlic Dry Chinese,7/4/2013,Kg,90,100,95
Garlic Dry Nepali,7/4/2013,Kg,50,60,55
Clive Dry,7/4/2013,Kg,70,80,75
Clive Green,7/4/2013,Kg,50,60,55
Fish Fresh,7/4/2013,Kg,210,220,215
Tomato Big(Nepali),7/5/2013,Kg,30,35,32.5
Tomato Small(Local),7/5/2013,Kg,18,24,21
Potato Red,7/5/2013,Kg,22,24,23
Potato White,7/5/2013,Kg,18,19,18.5
Onion Dry (Indian),7/5/2013,Kg,40,42,41
Carrot(Local),7/5/2013,Kg,45,50,47.5
Cabbage(Local),7/5/2013,Kg,12,16,14
